EVENT_UNIQUE_ID,HOOD_158,NEIGHBOURHOOD_158,X,Y,REPORT_YEAR,REPORT_MONTH,OFFENCE,MCI_CATEGORY
GO-20141784498,138,Eglinton East,-79.231182045,43.744846732,2014,March,Theft Over,Theft Over
GO-20141783338,159,Etobicoke City Centre,-79.521846953,43.633528509,2014,March,Theft Over,Theft Over
GO-20141796672,166,St Lawrence-East Bayfront-The Islands,-79.365115994,43.648711448,2014,March,Theft Over,Theft Over
GO-20141799230,164,Wellington Place,-79.392984607,43.643979927,2014,March,Theft Over,Theft Over
GO-20141810365,34,Bathurst Manor,-79.4601764619999,43.7657738770001,2014,April,Theft Over,Theft Over
GO-20141816507,159,Etobicoke City Centre,-79.554708875,43.632796822,2014,April,Theft Over,Theft Over
GO-20141812937,151,Yonge-Doris,-79.411636132,43.764293572,2014,April,Theft Over,Theft Over
GO-20141813509,73,Moss Park,-79.365609149,43.6549843880001,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141819026,72,Regent Park,-79.357297987,43.661786234,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141820734,95,Annex,-79.3880147679999,43.6699682350001,2014,April,Theft Over,Theft Over
GO-20141818953,44,Flemingdon Park,-79.334182185,43.7149202680001,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141818571,55,Thorncliffe Park,-79.343839499,43.7017606640001,2014,April,Theft Over,Theft Over
GO-20141818829,23,Pelmo Park-Humberlea,-79.5181963269999,43.7078164910001,2014,April,Theft Over,Theft Over
GO-20141827990,41,Bridle Path-Sunnybrook-York Mills,-79.380533021,43.7302339460001,2014,April,Theft Over,Theft Over
GO-20141827930,5,Elms-Old Rexdale,-79.552456246,43.7141298760001,2014,April,Theft Over,Theft Over
GO-20141827857,70,South Riverdale,-79.34160386,43.6648380990001,2014,April,Theft Over,Theft Over
GO-20141826906,118,Tam O'Shanter-Sullivan,-79.294505468,43.78471825,2014,April,Theft Over - Shoplifting,Theft Over
GO-20141822373,27,York University Heights,-79.4747151879999,43.7861988980001,2014,April,Theft Over,Theft Over
GO-20141828384,79,University,-79.404245541,43.6658400480001,2014,April,Theft Over,Theft Over
GO-20141835840,169,Bay-Cloverhill,-79.388513179,43.66743037,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141830264,170,Yonge-Bay Corridor,-79.382421108,43.651754774,2014,April,Theft Over,Theft Over
GO-20141831632,166,St Lawrence-East Bayfront-The Islands,-79.379133274,43.6403537050001,2014,April,Theft Over,Theft Over
GO-20141843741,62,East End-Danforth,-79.30835489,43.687495336,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141846272,148,East L'Amoreaux,-79.3143474249999,43.796491636,2014,April,Theft Over,Theft Over
GO-20141844887,54,O'Connor-Parkview,-79.3119761949999,43.7172679190001,2014,April,Theft Over,Theft Over
GO-20141845156,126,Dorset Park,-79.2757747209999,43.7519147780001,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141847744,78,Kensington-Chinatown,-79.3988124589999,43.6523823810001,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141846652,139,Scarborough Village,-79.225159301,43.741786608,2014,April,Theft Over - Shoplifting,Theft Over
GO-20141849387,152,East Willowdale,-79.4020593229999,43.7764277740001,2014,April,Theft Over,Theft Over
GO-20141858864,11,Eringate-Centennial-West Deane,-79.584835705,43.6561116450001,2014,April,Theft Over,Theft Over
GO-20141764230,165,Harbourfront-CityPlace,-79.392430894,43.6390157480001,2014,April,Theft Over,Theft Over
GO-20141863423,36,Newtonbrook West,-79.434427941,43.778083527,2014,April,Theft Over,Theft Over
GO-20141865496,168,Downtown Yonge East,-79.3769482019999,43.6529117380001,2014,April,Theft Over,Theft Over
GO-20141871242,6,Kingsview Village-The Westway,-79.556372021,43.699523835,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141872042,7,Willowridge-Martingrove-Richview,-79.5542584089999,43.6783533350001,2014,April,Theft Over,Theft Over
GO-20141875725,103,Lawrence Park South,-79.413445225,43.7039749080001,2014,April,Theft Over,Theft Over
GO-20141877280,166,St Lawrence-East Bayfront-The Islands,-79.357822644,43.65020393,2014,April,Theft Over,Theft Over
GO-20141877120,92,Corso Italia-Davenport,-79.448495029,43.679565935,2014,April,Theft Over,Theft Over
GO-20141884729,56,Leaside-Bennington,-79.370106044,43.6992712890001,2014,April,Theft Over,Theft Over
GO-20141882655,47,Don Valley Village,-79.359494882,43.7733364370001,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141889706,24,Black Creek,-79.5343020349999,43.769450503,2014,April,Theft From Motor Vehicle Over,Theft Over
GO-20141898242,34,Bathurst Manor,-79.46266001,43.761590772,2014,April,Theft Over,Theft Over
